source,target
HSPA8,ARSB
TUBA4A,ARSB
TOP1,ARSB
PARP1,ARSB
HDAC1,ARSB
HDAC2,ARSB
TOP2B,ARSB
ESR1,ARSB
XDH,ARSB
TF,TOP2B
S100A7,TOP2B
TOP2A,TOP2B
HSPA8,TOP2B
TOP1,TOP2B
PARP1,TOP2B
ANXA2,TOP2B
HDAC1,TOP2B
HDAC2,TOP2B
ARSB,TOP2B
ESR1,TOP2B
MAPK3,TOP2B
CALM1,TOP2B
PML,TOP2B
HDAC3,TOP2B
RARA,TOP2B
HDAC9,TOP2B
NR0B1,ESR1
ATF1,ESR1
RELA,ESR1
POU2F2,ESR1
NOS3,ESR1
BTK,ESR1
SRC,ESR1
ITK,ESR1
LCK,ESR1
ERBB2,ESR1
NME2,ESR1
MPG,ESR1
NFKB1,ESR1
PRKCZ,ESR1
TF,ESR1
DNMT1,ESR1
S100A7,ESR1
PTGES3,ESR1
TOP2A,ESR1
TUBB1,ESR1
HSPA8,ESR1
TUBB,ESR1
HSP90AA1,ESR1
TOP1,ESR1
PARP1,ESR1
ANXA2,ESR1
PPIA,ESR1
PDPK1,ESR1
CDK2,ESR1
TUBA1A,ESR1
HDAC1,ESR1
HDAC2,ESR1
CPT1A,ESR1
ARSB,ESR1
TOP2B,ESR1
GSTM3,ESR1
CBR1,ESR1
CHUK,ESR1
SLC30A9,ESR1
TAP1,ESR1
MTOR,ESR1
CCND1,ESR1
RAC1,ESR1
MAPK14,ESR1
GSK3B,ESR1
MAPK1,ESR1
MAPK3,ESR1
EGFR,ESR1
CALM1,ESR1
AKT1,ESR1
POU2F1,ESR1
ABCC5,ESR1
SLC7A6,ESR1
SCN1A,ESR1
ESR2,ESR1
JUN,ESR1
ARG1,ESR1
ABL1,ESR1
HIF1A,ESR1
HDAC7,ESR1
HDAC4,ESR1
HDAC5,ESR1
HDAC3,ESR1
MAPK11,ESR1
AHR,ESR1
AR,ESR1
PGR,ESR1
RARA,ESR1
RXRA,ESR1
THRA,ESR1
THRB,ESR1
CDKN1A,ESR1
PPARG,ESR1
FOS,ESR1
APOD,ESR1
HDAC9,ESR1
SLC1A2,ESR1
TXNRD1,ESR1
PPARGC1B,ESR1
SHMT2,GSTM3
MPG,GSTM3
DLD,GSTM3
KRT8,GSTM3
HSPA8,GSTM3
TUBB,GSTM3
TUBA4A,GSTM3
IMPDH2,GSTM3
ANXA2,GSTM3
GSTP1,GSTM3
PPIA,GSTM3
PRDX1,GSTM3
PKM,GSTM3
ESR1,GSTM3
GSTM1,GSTM3
CBR1,GSTM3
EGFR,GSTM3
SHMT2,GSTM1
ASPH,GSTM1
ALB,GSTM1
PEBP1,GSTM1
CKB,GSTM1
DLD,GSTM1
PGK1,GSTM1
KRT8,GSTM1
PSMB1,GSTM1
PSMB5,GSTM1
HSPA8,GSTM1
TUBB,GSTM1
TUBA4A,GSTM1
HSP90AA1,GSTM1
IMPDH2,GSTM1
ANXA2,GSTM1
GSTP1,GSTM1
PPIA,GSTM1
PRDX1,GSTM1
PKM,GSTM1
TUBA1A,GSTM1
ATP1A1,GSTM1
GSTM3,GSTM1
CBR1,GSTM1
EGFR,GSTM1
CALM1,GSTM1
GUK1,GSTM1
CALB1,GSTM1
CKM,GSTM1
CKMT1A,GSTM1
SLC5A3,GSTM1
PGD,GSTM1
NME2,CBR1
SHMT2,CBR1
ALDH9A1,CBR1
CKB,CBR1
DLD,CBR1
SRM,CBR1
SARS,CBR1
ASNS,CBR1
PGK1,CBR1
KRT8,CBR1
HSP90B1,CBR1
HSD17B4,CBR1
FASN,CBR1
HSPA8,CBR1
TUBB,CBR1
TUBA4A,CBR1
GMPS,CBR1
IMPDH2,CBR1
PARP1,CBR1
ANXA2,CBR1
GSTP1,CBR1
PPIA,CBR1
PRDX1,CBR1
PKM,CBR1
LDHB,CBR1
GSTO1,CBR1
VARS,CBR1
ALDH2,CBR1
ESR1,CBR1
GSTM3,CBR1
GSTM1,CBR1
IDH3A,CBR1
MAPK13,CBR1
CANX,CBR1
PRKAB1,CBR1
EGFR,CBR1
ARG1,CBR1
WARS,CBR1
LTA4H,CBR1
ALDH7A1,CBR1
FYN,PDE4D
SRC,PDE4D
HSPA8,PDE4D
TUBA4A,PDE4D
ANXA2,PDE4D
PPIA,PDE4D
PKM,PDE4D
CDK2,PDE4D
HDAC2,PDE4D
CHUK,PDE4D
FKBP1A,PDE4D
LYN,PDE4D
CPNE1,PDE4D
GSK3B,PDE4D
MAPK1,PDE4D
MAPK3,PDE4D
CALM1,PDE4D
ABL1,PDE4D
RYR1,PDE4D
BCL2,CHUK
TNF,CHUK
LY96,CHUK
RELA,CHUK
ABL2,CHUK
NTRK1,CHUK
PRKCQ,CHUK
SRC,CHUK
ERBB2,CHUK
PRKCE,CHUK
PRKCG,CHUK
PEBP1,CHUK
EIF2AK2,CHUK
NFKB1,CHUK
PRKCI,CHUK
PRKCZ,CHUK
MCCC2,CHUK
PTGES3,CHUK
HMGB1,CHUK
SDHA,CHUK
FASN,CHUK
HSPA8,CHUK
TUBB,CHUK
TUBA4A,CHUK
HSP90AA1,CHUK
ANXA2,CHUK
PPIA,CHUK
PKM,CHUK
PRKCB,CHUK
DDR1,CHUK
PDPK1,CHUK
PRKCA,CHUK
TUBA1A,CHUK
NFKB2,CHUK
HDAC2,CHUK
IKBKB,CHUK
ESR1,CHUK
PDE4D,CHUK
RAF1,CHUK
CCND1,CHUK
CPNE1,CHUK
PRKCD,CHUK
MAPK1,CHUK
EGFR,CHUK
CALM1,CHUK
AKT1,CHUK
NR3C1,CHUK
SLC1A2,CHUK
ASPH,COX17
ATP5D,COX17
NDUFA4,COX17
SLC16A1,COX17
NDUFS3,COX17
SDHA,COX17
TUBB,COX17
HSP90AA1,COX17
IMPDH2,COX17
IARS,COX17
MARS,COX17
PARP1,COX17
SLC25A1,COX17
NDUFA5,COX17
ATP1A1,COX17
AFG3L2,COX17
SLC1A5,COX17
NDUFS7,COX17
ATP1B3,COX17
EPHX1,COX17
HM13,COX17
PGRMC1,COX17
CPT2,COX17
SLC25A18,COX17
CANX,COX17
CALM1,COX17
SLC25A10,COX17
NDUFS5,NDUFS7
NDUFB10,NDUFS7
NDUFV3,NDUFS7
NDUFB3,NDUFS7
NDUFC2,NDUFS7
NDUFS8,NDUFS7
NDUFS2,NDUFS7
ASPH,NDUFS7
ATP5D,NDUFS7
NDUFA4,NDUFS7
SLC16A1,NDUFS7
NDUFS1,NDUFS7
NDUFS3,NDUFS7
SDHA,NDUFS7
TUBB,NDUFS7
HSP90AA1,NDUFS7
IMPDH2,NDUFS7
IARS,NDUFS7
MARS,NDUFS7
PARP1,NDUFS7
NDUFV2,NDUFS7
NDUFA9,NDUFS7
SLC25A1,NDUFS7
NDUFA5,NDUFS7
ATP1A1,NDUFS7
AFG3L2,NDUFS7
SLC1A5,NDUFS7
COX17,NDUFS7
ATP1B3,NDUFS7
EPHX1,NDUFS7
HM13,NDUFS7
PGRMC1,NDUFS7
CPT2,NDUFS7
SLC25A18,NDUFS7
CANX,NDUFS7
CALM1,NDUFS7
SLC25A10,NDUFS7
NDUFA10,NDUFS7
PRNP,ATP1B3
ADRB2,ATP1B3
NDUFS2,ATP1B3
SUCLA2,ATP1B3
ASPH,ATP1B3
ATP5D,ATP1B3
ALDH3A2,ATP1B3
PLOD3,ATP1B3
NDUFA4,ATP1B3
SLC16A1,ATP1B3
SLC2A1,ATP1B3
NDUFS3,ATP1B3
SDHA,ATP1B3
HSPA8,ATP1B3
TUBB,ATP1B3
HSP90AA1,ATP1B3
IMPDH2,ATP1B3
IARS,ATP1B3
MARS,ATP1B3
PARP1,ATP1B3
ANXA1,ATP1B3
ANXA2,ATP1B3
ITGAV,ATP1B3
COMT,ATP1B3
SLC25A1,ATP1B3
NDUFA5,ATP1B3
CAMK2G,ATP1B3
PLOD1,ATP1B3
SLC7A5,ATP1B3
NOMO1,ATP1B3
ATP1A1,ATP1B3
AFG3L2,ATP1B3
SLC1A5,ATP1B3
COX17,ATP1B3
NDUFS7,ATP1B3
EPHX1,ATP1B3
HM13,ATP1B3
PGRMC1,ATP1B3
CPT2,ATP1B3
SLC25A18,ATP1B3
CYP51A1,ATP1B3
P4HA1,ATP1B3
CANX,ATP1B3
RAC1,ATP1B3
CALM1,ATP1B3
SLC2A3,ATP1B3
AKT1,ATP1B3
SLC25A10,ATP1B3
A2M,ATP1B3
SCARB1,ATP1B3
FOLR1,ATP1B3
SERPINA1,ATP1B3
LEPRE1,ATP1B3
ABCC4,ATP1B3
SLC43A3,ATP1B3
SLC46A1,ATP1B3
SLC29A1,ATP1B3
SLCO3A1,ATP1B3
SLC11A2,ATP1B3
SLC12A2,ATP1B3
NDUFS2,EPHX1
SUCLA2,EPHX1
ASPH,EPHX1
ATP5D,EPHX1
ALDH3A2,EPHX1
NDUFA4,EPHX1
SLC16A1,EPHX1
NDUFS3,EPHX1
SDHA,EPHX1
HSPA8,EPHX1
TUBB,EPHX1
HSP90AA1,EPHX1
IMPDH2,EPHX1
IARS,EPHX1
MARS,EPHX1
PARP1,EPHX1
COMT,EPHX1
SLC25A1,EPHX1
NDUFA5,EPHX1
ATP4A,EPHX1
SLC7A5,EPHX1
NOMO1,EPHX1
ATP1A1,EPHX1
AFG3L2,EPHX1
SLC1A5,EPHX1
COX17,EPHX1
NDUFS7,EPHX1
ATP1B3,EPHX1
HM13,EPHX1
PGRMC1,EPHX1
CPT2,EPHX1
SLC25A18,EPHX1
CYP51A1,EPHX1
CANX,EPHX1
CALM1,EPHX1
SLC25A10,EPHX1
ABCC1,HM13
SLC39A14,HM13
LDLR,HM13
NDUFS2,HM13
SUCLA2,HM13
ASPH,HM13
ATP5D,HM13
ALDH3A2,HM13
NDUFA4,HM13
SLC16A1,HM13
NDUFS3,HM13
SDHA,HM13
HSPA8,HM13
TUBB,HM13
HSP90AA1,HM13
IMPDH2,HM13
IARS,HM13
MARS,HM13
PARP1,HM13
COMT,HM13
SLC25A1,HM13
NDUFA5,HM13
SLC7A5,HM13
NOMO1,HM13
ATP1A1,HM13
AFG3L2,HM13
SLC1A5,HM13
COX17,HM13
NDUFS7,HM13
ATP1B3,HM13
EPHX1,HM13
PGRMC1,HM13
CPT2,HM13
SLC25A18,HM13
CYP51A1,HM13
CANX,HM13
CALR,HM13
CALM1,HM13
ITGAL,HM13
SLC25A10,HM13
LDLR,PGRMC1
POR,PGRMC1
CYP3A4,PGRMC1
ADRB2,PGRMC1
NDUFS2,PGRMC1
SUCLA2,PGRMC1
NME2,PGRMC1
ASPH,PGRMC1
ATP5D,PGRMC1
MPG,PGRMC1
ALDH3A2,PGRMC1
CYP2C8,PGRMC1
NDUFA4,PGRMC1
MAT2A,PGRMC1
SLC16A1,PGRMC1
SLC2A1,PGRMC1
NDUFS3,PGRMC1
SDHA,PGRMC1
HSPA8,PGRMC1
TUBB,PGRMC1
HSP90AA1,PGRMC1
IMPDH2,PGRMC1
IARS,PGRMC1
MARS,PGRMC1
PARP1,PGRMC1
COMT,PGRMC1
SLC25A1,PGRMC1
NDUFA5,PGRMC1
TUBA1A,PGRMC1
SLC7A5,PGRMC1
NOMO1,PGRMC1
ATP1A1,PGRMC1
AFG3L2,PGRMC1
SLC1A5,PGRMC1
COX17,PGRMC1
NDUFS7,PGRMC1
ATP1B3,PGRMC1
EPHX1,PGRMC1
HM13,PGRMC1
CPT2,PGRMC1
SLC25A18,PGRMC1
SLC39A7,PGRMC1
SLC25A22,PGRMC1
CYP51A1,PGRMC1
CANX,PGRMC1
CALR,PGRMC1
RAC1,PGRMC1
CALM1,PGRMC1
ITGAL,PGRMC1
SLC25A10,PGRMC1
MMAB,CPT2
GLDC,CPT2
FARS2,CPT2
NDUFS8,CPT2
AASS,CPT2
NDUFS2,CPT2
SUCLA2,CPT2
SHMT2,CPT2
ASPH,CPT2
ATP5D,CPT2
NDUFA4,CPT2
DLD,CPT2
MCCC2,CPT2
SLC16A1,CPT2
NDUFS1,CPT2
NDUFS3,CPT2
SDHA,CPT2
KARS,CPT2
TUBB,CPT2
HSP90AA1,CPT2
IMPDH2,CPT2
IARS,CPT2
MARS,CPT2
TOP1,CPT2
PARP1,CPT2
HSD17B10,CPT2
NDUFA9,CPT2
ALDH1B1,CPT2
SLC25A1,CPT2
NDUFA5,CPT2
ALDH2,CPT2
ATP1A1,CPT2
AFG3L2,CPT2
SLC1A5,CPT2
PCCB,CPT2
COX17,CPT2
NDUFS7,CPT2
ATP1B3,CPT2
EPHX1,CPT2
HM13,CPT2
PGRMC1,CPT2
SLC25A18,CPT2
CANX,CPT2
CALM1,CPT2
SLC25A10,CPT2
MMAB,SLC25A18
GLDC,SLC25A18
FARS2,SLC25A18
NDUFS8,SLC25A18
AASS,SLC25A18
NDUFS2,SLC25A18
SUCLA2,SLC25A18
SHMT2,SLC25A18
ASPH,SLC25A18
ATP5D,SLC25A18
NDUFA4,SLC25A18
DLD,SLC25A18
MCCC2,SLC25A18
SLC16A1,SLC25A18
NDUFS1,SLC25A18
NDUFS3,SLC25A18
SDHA,SLC25A18
KARS,SLC25A18
TUBB,SLC25A18
HSP90AA1,SLC25A18
IMPDH2,SLC25A18
IARS,SLC25A18
MARS,SLC25A18
TOP1,SLC25A18
PARP1,SLC25A18
HSD17B10,SLC25A18
NDUFA9,SLC25A18
ALDH1B1,SLC25A18
SLC25A1,SLC25A18
NDUFA5,SLC25A18
ALDH2,SLC25A18
ATP1A1,SLC25A18
AFG3L2,SLC25A18
SLC1A5,SLC25A18
PCCB,SLC25A18
COX17,SLC25A18
NDUFS7,SLC25A18
ATP1B3,SLC25A18
EPHX1,SLC25A18
HM13,SLC25A18
PGRMC1,SLC25A18
CPT2,SLC25A18
CANX,SLC25A18
CALM1,SLC25A18
SLC25A10,SLC25A18
ERBB2,SLC39A7
ASPH,SLC39A7
NDUFA4,SLC39A7
F7,SLC39A7
MAT2A,SLC39A7
SLC16A1,SLC39A7
SLC2A1,SLC39A7
SDHA,SLC39A7
HSP90AA1,SLC39A7
IMPDH2,SLC39A7
IARS,SLC39A7
MARS,SLC39A7
ANXA2,SLC39A7
SLC25A1,SLC39A7
TUBA1A,SLC39A7
SLC7A5,SLC39A7
ATP1A1,SLC39A7
SLC1A5,SLC39A7
PGRMC1,SLC39A7
SLC25A22,SLC39A7
CANX,SLC39A7
EGFR,SLC39A7
SLC25A10,SLC39A7
SUCLA2,SLC25A22
ASPH,SLC25A22
NDUFA4,SLC25A22
MAT2A,SLC25A22
SLC16A1,SLC25A22
PTGES3,SLC25A22
SLC2A1,SLC25A22
SDHA,SLC25A22
HSPA8,SLC25A22
TUBB,SLC25A22
HSP90AA1,SLC25A22
IMPDH2,SLC25A22
IARS,SLC25A22
MARS,SLC25A22
PRDX1,SLC25A22
PKM,SLC25A22
LDHB,SLC25A22
SLC25A1,SLC25A22
CAMK2G,SLC25A22
CDK2,SLC25A22
TUBA1A,SLC25A22
TUBG1,SLC25A22
SLC7A5,SLC25A22
ATP1A1,SLC25A22
AFG3L2,SLC25A22
SLC1A5,SLC25A22
PGRMC1,SLC25A22
SLC39A7,SLC25A22
SIGMAR1,SLC25A22
JAK1,SLC25A22
CANX,SLC25A22
NAT1,SLC25A22
PTGS2,SLC25A22
SLC25A10,SLC25A22
NDUFS2,CYP51A1
SUCLA2,CYP51A1
ALDH3A2,CYP51A1
NDUFS3,CYP51A1
HSPA8,CYP51A1
COMT,CYP51A1
SLC7A5,CYP51A1
NOMO1,CYP51A1
ATP1A1,CYP51A1
AFG3L2,CYP51A1
ATP1B3,CYP51A1
EPHX1,CYP51A1
HM13,CYP51A1
PGRMC1,CYP51A1
CANX,CYP51A1
ADRB2,IDH3A
AASS,IDH3A
NDUFS2,IDH3A
SUCLA2,IDH3A
SHMT2,IDH3A
ALB,IDH3A
ALDH9A1,IDH3A
PLOD3,IDH3A
F7,IDH3A
SRM,IDH3A
SARS,IDH3A
TOP2A,IDH3A
NDUFS1,IDH3A
NDUFS3,IDH3A
ASNS,IDH3A
PGK1,IDH3A
PSMB1,IDH3A
PSMB5,IDH3A
TUBA4A,IDH3A
GMPS,IDH3A
MARS,IDH3A
TOP1,IDH3A
ALDH1B1,IDH3A
SLC25A1,IDH3A
NDUFA5,IDH3A
TUBG1,IDH3A
HDAC1,IDH3A
HDAC2,IDH3A
VARS,IDH3A
ATP1A1,IDH3A
CBR1,IDH3A
P4HA1,IDH3A
RAF1,IDH3A
BCR,IDH3A
P4HA2,IDH3A
SUCLG2,IDH3A
SUCLG1,IDH3A
HBB,IDH3A
WARS,IDH3A
LTA4H,IDH3A
ALDH7A1,IDH3A
NISCH,P4HA1
AASS,P4HA1
NDUFS2,P4HA1
PLOD3,P4HA1
SARS,P4HA1
PTGES3,P4HA1
TOP2A,P4HA1
NDUFS1,P4HA1
NDUFS3,P4HA1
PSMB1,P4HA1
PSMB5,P4HA1
TUBB,P4HA1
TUBA4A,P4HA1
MARS,P4HA1
TOP1,P4HA1
ITGAV,P4HA1
ALDH1B1,P4HA1
SLC25A1,P4HA1
NDUFA5,P4HA1
TUBA1A,P4HA1
TUBG1,P4HA1
HDAC1,P4HA1
HDAC2,P4HA1
PLOD1,P4HA1
NOMO1,P4HA1
ATP1A1,P4HA1
ATP1B3,P4HA1
IDH3A,P4HA1
RAF1,P4HA1
BCR,P4HA1
P4HA2,P4HA1
SUCLG1,P4HA1
CFTR,P4HA1
HDAC10,P4HA1
A2M,P4HA1
SCARB1,P4HA1
FOLR1,P4HA1
SERPINA1,P4HA1
LEPRE1,P4HA1
BCL2,RAF1
SCNN1A,RAF1
SCNN1B,RAF1
SCNN1G,RAF1
SCNN1D,RAF1
APAF1,RAF1
ABL2,RAF1
PRKCQ,RAF1
JAK2,RAF1
BRAF,RAF1
MAP3K2,RAF1
FYN,RAF1
SRC,RAF1
PDGFRB,RAF1
LCK,RAF1
ERBB2,RAF1
NISCH,RAF1
FCER1A,RAF1
FCER1G,RAF1
ALOX15,RAF1
PRKCE,RAF1
PRKCG,RAF1
AASS,RAF1
NDUFS2,RAF1
PEBP1,RAF1
EIF2AK2,RAF1
PRKCI,RAF1
PLOD3,RAF1
PRKCZ,RAF1
NDUFA4,RAF1
SARS,RAF1
PTGES3,RAF1
TOP2A,RAF1
NDUFS1,RAF1
NDUFS3,RAF1
KRT8,RAF1
PSMB1,RAF1
PSMB5,RAF1
FASN,RAF1
HSPA8,RAF1
TUBA4A,RAF1
HSP90AA1,RAF1
MARS,RAF1
TOP1,RAF1
PKM,RAF1
PRKCB,RAF1
ALDH1B1,RAF1
SLC25A1,RAF1
NDUFA5,RAF1
DDR1,RAF1
PRKCA,RAF1
TUBA1A,RAF1
TUBG1,RAF1
HDAC1,RAF1
HDAC2,RAF1
IKBKB,RAF1
ATP1A1,RAF1
CHUK,RAF1
IDH3A,RAF1
P4HA1,RAF1
BCR,RAF1
JAK1,RAF1
MAPK7,RAF1
MAP2K2,RAF1
MAPK8,RAF1
PRKCD,RAF1
MAPK1,RAF1
MAPK3,RAF1
EGFR,RAF1
CALM1,RAF1
AKT1,RAF1
CPS1,RAF1
P4HA2,RAF1
SUCLG1,RAF1
VKORC1,RAF1
HDAC7,RAF1
MAP2K1,RAF1
HDAC4,RAF1
HDAC5,RAF1
AR,RAF1
NR3C1,RAF1
AGTR1,RAF1
ABL2,BCR
NEK11,BCR
EPHB4,BCR
TYK2,BCR
HCK,BCR
MAPK9,BCR
JAK2,BCR
BRAF,BCR
BTK,BCR
FGFR1,BCR
KIT,BCR
ATF2,BCR
FYN,BCR
SRC,BCR
MAPK10,BCR
FGF1,BCR
FGF4,BCR
FGF19,BCR
FGF2,BCR
FCGR1A,BCR
FGFR2,BCR
FGFR4,BCR
FGFR3,BCR
ITK,BCR
PIK3CD,BCR
PDGFRA,BCR
PDGFRB,BCR
KDR,BCR
VEGFA,BCR
B2M,BCR
LCK,BCR
ERBB2,BCR
NISCH,BCR
IL3,BCR
AASS,BCR
NDUFS2,BCR
PLOD3,BCR
S100A7,BCR
SARS,BCR
PTGES3,BCR
YES1,BCR
TOP2A,BCR
NDUFS1,BCR
NDUFS3,BCR
PSMB1,BCR
PSMB5,BCR
HSPA8,BCR
TUBA4A,BCR
HSP90AA1,BCR
MARS,BCR
TOP1,BCR
ALDH1B1,BCR
SLC25A1,BCR
NDUFA5,BCR
DDR1,BCR
PDPK1,BCR
CAMK2G,BCR
TUBG1,BCR
CSK,BCR
HDAC1,BCR
HDAC2,BCR
ATP1A1,BCR
IDH3A,BCR
P4HA1,BCR
RAF1,BCR
JAK1,BCR
MTOR,BCR
LYN,BCR
MAP2K2,BCR
STAT5B,BCR
RAC1,BCR
MAPK14,BCR
GSK3B,BCR
MAPK1,BCR
MAPK3,BCR
EGFR,BCR
AKT1,BCR
GABRR1,BCR
SUCLG1,BCR
ABL1,BCR
HIF1A,BCR
CFTR,BCR
LEPRE1,BCR
RYR2,BCR
ALDH5A1,ABAT
ATIC,ABAT
NME2,ABAT
SHMT2,ABAT
NME1,ABAT
SARS,ABAT
ASNS,ABAT
PGK1,ABAT
TKT,ABAT
KRT8,ABAT
TUBB1,ABAT
HSP90B1,ABAT
FASN,ABAT
HSPA8,ABAT
TUBB,ABAT
HSP90AA1,ABAT
ANXA2,ABAT
PRDX1,ABAT
PKM,ABAT
CDK2,ABAT
TUBA1A,ABAT
AARS,ABAT
PCK2,ABAT
KYNU,ABAT
PKLR,ABAT
FKBP1A,ABAT
ATIC,PCK2
NME2,PCK2
SHMT2,PCK2
NME1,PCK2
SARS,PCK2
ASNS,PCK2
PGK1,PCK2
TKT,PCK2
KRT8,PCK2
TUBB1,PCK2
HSP90B1,PCK2
FASN,PCK2
HSPA8,PCK2
TUBB,PCK2
HSP90AA1,PCK2
ANXA2,PCK2
PRDX1,PCK2
PKM,PCK2
CDK2,PCK2
TUBA1A,PCK2
AARS,PCK2
ABAT,PCK2
KYNU,PCK2
PKLR,PCK2
FKBP1A,PCK2
ADSS,KYNU
LDHAL6B,KYNU
GSR,KYNU
ATIC,KYNU
NME2,KYNU
SHMT2,KYNU
NME1,KYNU
SARS,KYNU
ASNS,KYNU
PGK1,KYNU
TKT,KYNU
KRT8,KYNU
TUBB1,KYNU
HSP90B1,KYNU
FASN,KYNU
HSPA8,KYNU
TUBB,KYNU
HSP90AA1,KYNU
ANXA2,KYNU
PRDX1,KYNU
PKM,KYNU
CDK2,KYNU
TUBA1A,KYNU
AARS,KYNU
ABAT,KYNU
PCK2,KYNU
PKLR,KYNU
FKBP1A,KYNU
LYN,KYNU
ATIC,PKLR
NME2,PKLR
SHMT2,PKLR
DLAT,PKLR
NME1,PKLR
CKB,PKLR
SARS,PKLR
ASNS,PKLR
PGK1,PKLR
TKT,PKLR
KRT8,PKLR
TUBB1,PKLR
HSP90B1,PKLR
FASN,PKLR
HSPA8,PKLR
TUBB,PKLR
HSP90AA1,PKLR
ANXA1,PKLR
ANXA2,PKLR
PRDX1,PKLR
PKM,PKLR
CDK2,PKLR
TUBA1A,PKLR
AARS,PKLR
VARS,PKLR
ABAT,PKLR
PCK2,PKLR
KYNU,PKLR
FKBP1A,PKLR
PGD,PKLR
COL1A1,PKLR
LRP1,PKLR
DHFR,FKBP1A
ACVRL1,FKBP1A
TGFB1,FKBP1A
PF4,FKBP1A
IFNG,FKBP1A
PRKCQ,FKBP1A
JAK2,FKBP1A
LCK,FKBP1A
ERBB2,FKBP1A
ATIC,FKBP1A
NME2,FKBP1A
SHMT2,FKBP1A
NME1,FKBP1A
SARS,FKBP1A
ASNS,FKBP1A
PGK1,FKBP1A
TKT,FKBP1A
KRT8,FKBP1A
TUBB1,FKBP1A
HSP90B1,FKBP1A
FASN,FKBP1A
HSPA8,FKBP1A
TUBB,FKBP1A
HSP90AA1,FKBP1A
ANXA2,FKBP1A
PRDX1,FKBP1A
PKM,FKBP1A
CDK2,FKBP1A
TUBA1A,FKBP1A
AARS,FKBP1A
PDE4D,FKBP1A
ABAT,FKBP1A
PCK2,FKBP1A
KYNU,FKBP1A
PKLR,FKBP1A
JAK1,FKBP1A
MTOR,FKBP1A
PML,FKBP1A
TRPV6,FKBP1A
RYR1,FKBP1A
NFATC1,FKBP1A
ATF2,GLS
SHMT2,GLS
DLD,GLS
CYCS,GLS
SLC2A1,GLS
PGK1,GLS
KRT8,GLS
HSP90B1,GLS
TUBB,GLS
HSP90AA1,GLS
ANXA1,GLS
GSTP1,GLS
PPIA,GLS
PKM,GLS
LDHB,GLS
ATP1A1,GLS
PPIF,GLS
CANX,GLS
CALR,GLS
CALM1,GLS
BCL2,PPIF
ATF2,PPIF
SHMT2,PPIF
DLD,PPIF
CYCS,PPIF
SLC2A1,PPIF
PGK1,PPIF
KRT8,PPIF
HSP90B1,PPIF
TUBB,PPIF
HSP90AA1,PPIF
ANXA1,PPIF
GSTP1,PPIF
PPIA,PPIF
PKM,PPIF
LDHB,PPIF
ATP1A1,PPIF
GLS,PPIF
CANX,PPIF
CALR,PPIF
CALM1,PPIF
PCTP,NAGLU
MAPK13,NAGLU
SLC30A9,NAGLU
TAP1,NAGLU
SIGMAR1,NAGLU
JAK1,NAGLU
MTOR,NAGLU
LYN,NAGLU
PLA2G4A,NAGLU
MAP2K2,NAGLU
CALR,NAGLU
STAT5B,NAGLU
RAC1,NAGLU
GPRC5A,NAGLU
PRKAB1,NAGLU
MAPK14,NAGLU
MAPK8,NAGLU
GSK3B,NAGLU
MAPK1,NAGLU
MAPK3,NAGLU
EGFR,NAGLU
CALM1,NAGLU
NAGLU,PCTP
MAPK13,PCTP
SLC30A9,PCTP
TAP1,PCTP
SIGMAR1,PCTP
JAK1,PCTP
MTOR,PCTP
LYN,PCTP
PLA2G4A,PCTP
MAP2K2,PCTP
CALR,PCTP
STAT5B,PCTP
RAC1,PCTP
GPRC5A,PCTP
PRKAB1,PCTP
MAPK14,PCTP
MAPK8,PCTP
GSK3B,PCTP
MAPK1,PCTP
MAPK3,PCTP
EGFR,PCTP
CALM1,PCTP
CHRNA7,MAPK13
IFNG,MAPK13
JAK2,MAPK13
ATF2,MAPK13
MAPT,MAPK13
CKB,MAPK13
PGK1,MAPK13
HSP90B1,MAPK13
FASN,MAPK13
PARP1,MAPK13
PKM,MAPK13
LDHB,MAPK13
ADRBK1,MAPK13
CBR1,MAPK13
NAGLU,MAPK13
PCTP,MAPK13
SLC30A9,MAPK13
TAP1,MAPK13
SIGMAR1,MAPK13
JAK1,MAPK13
MTOR,MAPK13
LYN,MAPK13
PLA2G4A,MAPK13
MAP2K2,MAPK13
CANX,MAPK13
CALR,MAPK13
STAT5B,MAPK13
RAC1,MAPK13
GPRC5A,MAPK13
PRKAB1,MAPK13
MAPK14,MAPK13
MAPK8,MAPK13
GSK3B,MAPK13
MAPK1,MAPK13
MAPK3,MAPK13
EGFR,MAPK13
CALM1,MAPK13
JUN,MAPK13
FOS,MAPK13
ANXA1,SLC30A9
ANXA2,SLC30A9
ESR1,SLC30A9
NAGLU,SLC30A9
PCTP,SLC30A9
MAPK13,SLC30A9
TAP1,SLC30A9
SIGMAR1,SLC30A9
JAK1,SLC30A9
MTOR,SLC30A9
LYN,SLC30A9
MAPK7,SLC30A9
CCND1,SLC30A9
EPHA2,SLC30A9
PLA2G4A,SLC30A9
MAP2K2,SLC30A9
CANX,SLC30A9
CALR,SLC30A9
CPNE1,SLC30A9
STAT5B,SLC30A9
RAC1,SLC30A9
GPRC5A,SLC30A9
PRKAB1,SLC30A9
MAPK14,SLC30A9
MAPK8,SLC30A9
GSK3B,SLC30A9
PRKCD,SLC30A9
MAPK1,SLC30A9
MAPK3,SLC30A9
EGFR,SLC30A9
CALM1,SLC30A9
B2M,TAP1
PSMB5,TAP1
SDHA,TAP1
ANXA1,TAP1
ANXA2,TAP1
