source,target
CAT,CPT1A
ATP1A4,CPT1A
ALAD,CPT1A
ATP4A,CPT1A
ADRBK1,CPT1A
ADRBK2,CPT1A
OGDH,CPT1A
ADK,CPT1A
SLC7A5,CPT1A
NOMO1,CPT1A
ALDH2,CPT1A
IKBKB,CPT1A
RRM1,CPT1A
ATP1A1,CPT1A
AFG3L2,CPT1A
SLC1A5,CPT1A
ESR1,CPT1A
LYN,CPT1A
CANX,CPT1A
PRKCD,CPT1A
MAPK1,CPT1A
AKT1,CPT1A
CPS1,CPT1A
SLC7A6,CPT1A
SCN1A,CPT1A
ESR2,CPT1A
PML,CPT1A
SLC25A10,CPT1A
SLC16A3,CPT1A
IMPA1,CPT1A
HDAC11,CPT1A
BDH1,CPT1A
NDUFA10,CPT1A
PCK1,CPT1A
NDUFS1,ATP1A4
TUBB1,ATP1A4
HSP90B1,ATP1A4
SDHA,ATP1A4
KARS,ATP1A4
FASN,ATP1A4
HSP90AA1,ATP1A4
GMPS,ATP1A4
IMPDH2,ATP1A4
IARS,ATP1A4
MARS,ATP1A4
AARS,ATP1A4
VARS,ATP1A4
GART,ATP1A4
PLOD1,ATP1A4
ATP1A2,ATP1A4
CAT,ATP1A4
CPT1A,ATP1A4
ALAD,ATP1A4
ATP4A,ATP1A4
ADRBK1,ATP1A4
ADRBK2,ATP1A4
OGDH,ATP1A4
ADK,ATP1A4
SLC7A5,ATP1A4
NOMO1,ATP1A4
ALDH2,ATP1A4
IKBKB,ATP1A4
RRM1,ATP1A4
ATP1A1,ATP1A4
AFG3L2,ATP1A4
SLC1A5,ATP1A4
CANX,ATP1A4
PRKCD,ATP1A4
MAPK1,ATP1A4
NDUFS1,ALAD
TUBB1,ALAD
HSP90B1,ALAD
SDHA,ALAD
KARS,ALAD
FASN,ALAD
HSP90AA1,ALAD
GMPS,ALAD
IMPDH2,ALAD
IARS,ALAD
MARS,ALAD
AARS,ALAD
VARS,ALAD
GART,ALAD
PLOD1,ALAD
ATP1A2,ALAD
CAT,ALAD
CPT1A,ALAD
ATP1A4,ALAD
ATP4A,ALAD
ADRBK1,ALAD
ADRBK2,ALAD
OGDH,ALAD
ADK,ALAD
SLC7A5,ALAD
NOMO1,ALAD
ALDH2,ALAD
IKBKB,ALAD
RRM1,ALAD
ATP1A1,ALAD
AFG3L2,ALAD
SLC1A5,ALAD
CANX,ALAD
PRKCD,ALAD
MAPK1,ALAD
LEPRE1,ALAD
GIF,ATP4A
NDUFS1,ATP4A
TUBB1,ATP4A
HSP90B1,ATP4A
SDHA,ATP4A
KARS,ATP4A
FASN,ATP4A
HSP90AA1,ATP4A
GMPS,ATP4A
IMPDH2,ATP4A
IARS,ATP4A
MARS,ATP4A
ANXA1,ATP4A
ANXA2,ATP4A
AARS,ATP4A
VARS,ATP4A
GART,ATP4A
PLOD1,ATP4A
ATP1A2,ATP4A
CAT,ATP4A
CPT1A,ATP4A
ATP1A4,ATP4A
ALAD,ATP4A
ADRBK1,ATP4A
ADRBK2,ATP4A
OGDH,ATP4A
ADK,ATP4A
SLC7A5,ATP4A
NOMO1,ATP4A
ALDH2,ATP4A
IKBKB,ATP4A
RRM1,ATP4A
ATP1A1,ATP4A
AFG3L2,ATP4A
SLC1A5,ATP4A
EPHX1,ATP4A
CANX,ATP4A
PRKCD,ATP4A
MAPK1,ATP4A
KCNQ1,ATP4A
SLC12A2,ATP4A
APOA1,ATP4A
AOC3,ATP4A
HSD3B2,ATP4A
FSHR,ADRBK1
ADRB2,ADRBK1
SRC,ADRBK1
PDGFRB,ADRBK1
PRKCG,ADRBK1
CXCL12,ADRBK1
CXCR1,ADRBK1
PEBP1,ADRBK1
NDUFS1,ADRBK1
TUBB1,ADRBK1
HSP90B1,ADRBK1
SDHA,ADRBK1
KARS,ADRBK1
FASN,ADRBK1
TUBB,ADRBK1
HSP90AA1,ADRBK1
GMPS,ADRBK1
IMPDH2,ADRBK1
IARS,ADRBK1
MARS,ADRBK1
PRKCB,ADRBK1
HDAC6,ADRBK1
PRKCA,ADRBK1
CDK2,ADRBK1
AARS,ADRBK1
VARS,ADRBK1
GART,ADRBK1
PLOD1,ADRBK1
ATP1A2,ADRBK1
CAT,ADRBK1
CPT1A,ADRBK1
ATP1A4,ADRBK1
ALAD,ADRBK1
ATP4A,ADRBK1
ADRBK2,ADRBK1
OGDH,ADRBK1
ADK,ADRBK1
SLC7A5,ADRBK1
NOMO1,ADRBK1
ALDH2,ADRBK1
IKBKB,ADRBK1
RRM1,ADRBK1
ATP1A1,ADRBK1
AFG3L2,ADRBK1
SLC1A5,ADRBK1
MAPK13,ADRBK1
EPHA2,ADRBK1
CANX,ADRBK1
MAPK14,ADRBK1
PRKCD,ADRBK1
MAPK1,ADRBK1
MAPK3,ADRBK1
EGFR,ADRBK1
HTR7,ADRBK1
HDAC5,ADRBK1
HRH1,ADRBK1
ADORA1,ADRBK1
ADORA3,ADRBK1
HTR5A,ADRBK1
HRH2,ADRBK1
ADRB3,ADRBK1
HTR6,ADRBK1
OPRL1,ADRBK1
BDKRB1,ADRBK1
GNRHR,ADRBK1
SSTR1,ADRBK1
SSTR5,ADRBK1
SSTR2,ADRBK1
DRD4,ADRBK1
SSTR3,ADRBK1
OPRD1,ADRBK1
OPRK1,ADRBK1
OPRM1,ADRBK1
HTR4,ADRBK1
DRD2,ADRBK1
CHRM1,ADRBK1
CHRM5,ADRBK1
CHRM3,ADRBK1
CHRM2,ADRBK1
CHRM4,ADRBK1
AGTR1,ADRBK1
ADRA2A,ADRBK1
ADRA2C,ADRBK1
ADRA2B,ADRBK1
ADRB1,ADRBK1
HTR1A,ADRBK1
HTR1B,ADRBK1
HTR1D,ADRBK1
HTR1E,ADRBK1
HTR1F,ADRBK1
F2R,ADRBK1
EDNRB,ADRBK1
PDE6G,ADRBK1
ADRB2,ADRBK2
CXCL12,ADRBK2
NDUFS1,ADRBK2
TUBB1,ADRBK2
HSP90B1,ADRBK2
SDHA,ADRBK2
KARS,ADRBK2
FASN,ADRBK2
HSP90AA1,ADRBK2
GMPS,ADRBK2
IMPDH2,ADRBK2
IARS,ADRBK2
MARS,ADRBK2
AARS,ADRBK2
VARS,ADRBK2
GART,ADRBK2
PLOD1,ADRBK2
ATP1A2,ADRBK2
CAT,ADRBK2
CPT1A,ADRBK2
ATP1A4,ADRBK2
ALAD,ADRBK2
ATP4A,ADRBK2
ADRBK1,ADRBK2
OGDH,ADRBK2
ADK,ADRBK2
SLC7A5,ADRBK2
NOMO1,ADRBK2
ALDH2,ADRBK2
IKBKB,ADRBK2
RRM1,ADRBK2
ATP1A1,ADRBK2
AFG3L2,ADRBK2
SLC1A5,ADRBK2
CANX,ADRBK2
PRKCD,ADRBK2
MAPK1,ADRBK2
HTR7,ADRBK2
ADORA1,ADRBK2
ADORA3,ADRBK2
HTR5A,ADRBK2
HRH2,ADRBK2
ADRB3,ADRBK2
HTR6,ADRBK2
OPRL1,ADRBK2
BDKRB1,ADRBK2
GNRHR,ADRBK2
SSTR1,ADRBK2
SSTR5,ADRBK2
SSTR2,ADRBK2
DRD4,ADRBK2
SSTR3,ADRBK2
OPRD1,ADRBK2
OPRK1,ADRBK2
OPRM1,ADRBK2
HTR4,ADRBK2
DRD2,ADRBK2
CHRM1,ADRBK2
CHRM5,ADRBK2
CHRM3,ADRBK2
CHRM2,ADRBK2
CHRM4,ADRBK2
AGTR1,ADRBK2
ADRA2C,ADRBK2
ADRA2B,ADRBK2
ADRB1,ADRBK2
HTR1A,ADRBK2
HTR1B,ADRBK2
HTR1D,ADRBK2
HTR1E,ADRBK2
HTR1F,ADRBK2
F2R,ADRBK2
DHODH,OGDH
DLAT,OGDH
DLD,OGDH
NDUFS1,OGDH
TUBB1,OGDH
HSP90B1,OGDH
SDHA,OGDH
KARS,OGDH
FASN,OGDH
HSPA8,OGDH
HSP90AA1,OGDH
GMPS,OGDH
IMPDH2,OGDH
IARS,OGDH
MARS,OGDH
PARP1,OGDH
PPIA,OGDH
AARS,OGDH
VARS,OGDH
GART,OGDH
PLOD1,OGDH
ATP1A2,OGDH
CAT,OGDH
CPT1A,OGDH
ATP1A4,OGDH
ALAD,OGDH
ATP4A,OGDH
ADRBK1,OGDH
ADRBK2,OGDH
ADK,OGDH
SLC7A5,OGDH
NOMO1,OGDH
ALDH2,OGDH
IKBKB,OGDH
RRM1,OGDH
ATP1A1,OGDH
AFG3L2,OGDH
SLC1A5,OGDH
CANX,OGDH
PRKCD,OGDH
MAPK1,OGDH
PML,OGDH
ABL2,ADK
PDE4A,ADK
NEK11,ADK
DCK,ADK
LIMK1,ADK
NTRK1,ADK
EPHB4,ADK
TYK2,ADK
HCK,ADK
MAPK9,ADK
PRKCQ,ADK
JAK2,ADK
BRAF,ADK
MAP3K2,ADK
BTK,ADK
FGFR1,ADK
KIT,ADK
MAPK6,ADK
ATF2,ADK
FYN,ADK
SRC,ADK
YES1,ADK
NDUFS1,ADK
TUBB1,ADK
HSP90B1,ADK
SDHA,ADK
KARS,ADK
FASN,ADK
HSP90AA1,ADK
GMPS,ADK
IMPDH2,ADK
IARS,ADK
MARS,ADK
ANXA2,ADK
PRKCB,ADK
DDR1,ADK
NQO2,ADK
PDPK1,ADK
CAMK2G,ADK
PRKCA,ADK
CDK2,ADK
CSK,ADK
AARS,ADK
VARS,ADK
GART,ADK
PLOD1,ADK
ATP1A2,ADK
CAT,ADK
CPT1A,ADK
ATP1A4,ADK
ALAD,ADK
ATP4A,ADK
ADRBK1,ADK
ADRBK2,ADK
OGDH,ADK
SLC7A5,ADK
NOMO1,ADK
ALDH2,ADK
IKBKB,ADK
RRM1,ADK
ATP1A1,ADK
AFG3L2,ADK
SLC1A5,ADK
JAK1,ADK
MTOR,ADK
LYN,ADK
MAP2K2,ADK
CANX,ADK
PRKAB1,ADK
MAPK14,ADK
GSK3B,ADK
PRKCD,ADK
MAPK1,ADK
MAPK3,ADK
CDA,ADK
SRD5A3,ADK
GSTT1,SLC7A5
ERBB2,SLC7A5
NDUFS2,SLC7A5
SUCLA2,SLC7A5
ASPH,SLC7A5
ALDH3A2,SLC7A5
NDUFA4,SLC7A5
MAT2A,SLC7A5
SLC16A1,SLC7A5
SLC2A1,SLC7A5
NDUFS1,SLC7A5
NDUFS3,SLC7A5
TUBB1,SLC7A5
HSP90B1,SLC7A5
SDHA,SLC7A5
KARS,SLC7A5
FASN,SLC7A5
HSPA8,SLC7A5
HSP90AA1,SLC7A5
GMPS,SLC7A5
IMPDH2,SLC7A5
IARS,SLC7A5
MARS,SLC7A5
ANXA1,SLC7A5
COMT,SLC7A5
SLC25A1,SLC7A5
APOB,SLC7A5
MET,SLC7A5
TUBA1A,SLC7A5
AARS,SLC7A5
VARS,SLC7A5
GART,SLC7A5
PLOD1,SLC7A5
ATP1A2,SLC7A5
CAT,SLC7A5
CPT1A,SLC7A5
ATP1A4,SLC7A5
ALAD,SLC7A5
ATP4A,SLC7A5
ADRBK1,SLC7A5
ADRBK2,SLC7A5
OGDH,SLC7A5
ADK,SLC7A5
NOMO1,SLC7A5
ALDH2,SLC7A5
IKBKB,SLC7A5
RRM1,SLC7A5
ATP1A1,SLC7A5
AFG3L2,SLC7A5
SLC1A5,SLC7A5
ATP1B3,SLC7A5
EPHX1,SLC7A5
HM13,SLC7A5
PGRMC1,SLC7A5
SLC39A7,SLC7A5
SLC25A22,SLC7A5
CYP51A1,SLC7A5
CANX,SLC7A5
PRKCD,SLC7A5
MAPK1,SLC7A5
EGFR,SLC7A5
SLC25A10,SLC7A5
NOS2,SLC7A5
NDUFS2,NOMO1
SUCLA2,NOMO1
ALDH3A2,NOMO1
PLOD3,NOMO1
NDUFS1,NOMO1
NDUFS3,NOMO1
TUBB1,NOMO1
HSP90B1,NOMO1
SDHA,NOMO1
KARS,NOMO1
FASN,NOMO1
HSPA8,NOMO1
TUBB,NOMO1
HSP90AA1,NOMO1
GMPS,NOMO1
IMPDH2,NOMO1
IARS,NOMO1
MARS,NOMO1
ITGAV,NOMO1
COMT,NOMO1
CDK2,NOMO1
AARS,NOMO1
VARS,NOMO1
GART,NOMO1
PLOD1,NOMO1
ATP1A2,NOMO1
CAT,NOMO1
CPT1A,NOMO1
ATP1A4,NOMO1
ALAD,NOMO1
ATP4A,NOMO1
ADRBK1,NOMO1
ADRBK2,NOMO1
OGDH,NOMO1
ADK,NOMO1
SLC7A5,NOMO1
ALDH2,NOMO1
IKBKB,NOMO1
RRM1,NOMO1
ATP1A1,NOMO1
AFG3L2,NOMO1
SLC1A5,NOMO1
ATP1B3,NOMO1
EPHX1,NOMO1
HM13,NOMO1
PGRMC1,NOMO1
CYP51A1,NOMO1
P4HA1,NOMO1
CANX,NOMO1
PRKCD,NOMO1
MAPK1,NOMO1
A2M,NOMO1
SCARB1,NOMO1
FOLR1,NOMO1
SERPINA1,NOMO1
LEPRE1,NOMO1
SHBG,NOMO1
ALDH1A1,ALDH2
MMAB,ALDH2
GLDC,ALDH2
FARS2,ALDH2
NDUFS8,ALDH2
AASS,ALDH2
NDUFS2,ALDH2
SUCLA2,ALDH2
SHMT2,ALDH2
ALDH3A2,ALDH2
DLAT,ALDH2
ALB,ALDH2
ALDH9A1,ALDH2
SERPINB2,ALDH2
HPRT1,ALDH2
TGM1,ALDH2
AMPD1,ALDH2
CYP2C8,ALDH2
NME1,ALDH2
PRKCI,ALDH2
PLOD3,ALDH2
NDUFA4,ALDH2
F7,ALDH2
TF,ALDH2
DLD,ALDH2
MCCC2,ALDH2
SARS,ALDH2
NDUFS1,ALDH2
NDUFS3,ALDH2
PGK1,ALDH2
PSMB1,ALDH2
PSMB5,ALDH2
TUBB1,ALDH2
HSP90B1,ALDH2
SDHA,ALDH2
KARS,ALDH2
HSD17B4,ALDH2
FASN,ALDH2
HSPA8,ALDH2
TUBB,ALDH2
TUBA4A,ALDH2
HSP90AA1,ALDH2
GMPS,ALDH2
IMPDH2,ALDH2
IARS,ALDH2
MARS,ALDH2
TOP1,ALDH2
ANXA1,ALDH2
ANXA2,ALDH2
HSD17B10,ALDH2
GSTP1,ALDH2
PPIA,ALDH2
PRDX1,ALDH2
PKM,ALDH2
GSTO1,ALDH2
NDUFA9,ALDH2
ALDH1B1,ALDH2
SLC25A1,ALDH2
AARS,ALDH2
VARS,ALDH2
GART,ALDH2
PLOD1,ALDH2
ATP1A2,ALDH2
CAT,ALDH2
CPT1A,ALDH2
ATP1A4,ALDH2
ALAD,ALDH2
ATP4A,ALDH2
ADRBK1,ALDH2
ADRBK2,ALDH2
OGDH,ALDH2
ADK,ALDH2
SLC7A5,ALDH2
NOMO1,ALDH2
IKBKB,ALDH2
RRM1,ALDH2
ATP1A1,ALDH2
AFG3L2,ALDH2
SLC1A5,ALDH2
PCCB,ALDH2
CBR1,ALDH2
CPT2,ALDH2
SLC25A18,ALDH2
CANX,ALDH2
CALR,ALDH2
PRKCD,ALDH2
MAPK1,ALDH2
SLC25A10,ALDH2
LTA4H,ALDH2
ALDH7A1,ALDH2
BCL2,IKBKB
TNF,IKBKB
LY96,IKBKB
RELA,IKBKB
ABL2,IKBKB
NTRK1,IKBKB
PRKCQ,IKBKB
SRC,IKBKB
PRKCE,IKBKB
PRKCG,IKBKB
PEBP1,IKBKB
EIF2AK2,IKBKB
NFKB1,IKBKB
PRKCI,IKBKB
PRKCZ,IKBKB
MCCC2,IKBKB
NDUFS1,IKBKB
HMGB1,IKBKB
TUBB1,IKBKB
HSP90B1,IKBKB
SDHA,IKBKB
KARS,IKBKB
FASN,IKBKB
HSPA8,IKBKB
TUBB,IKBKB
HSP90AA1,IKBKB
GMPS,IKBKB
IMPDH2,IKBKB
IARS,IKBKB
MARS,IKBKB
PARP1,IKBKB
PKM,IKBKB
PRKCB,IKBKB
PDPK1,IKBKB
PRKCA,IKBKB
TUBA1A,IKBKB
NFKB2,IKBKB
AARS,IKBKB
VARS,IKBKB
GART,IKBKB
PLOD1,IKBKB
ATP1A2,IKBKB
CAT,IKBKB
CPT1A,IKBKB
ATP1A4,IKBKB
ALAD,IKBKB
ATP4A,IKBKB
ADRBK1,IKBKB
ADRBK2,IKBKB
OGDH,IKBKB
ADK,IKBKB
SLC7A5,IKBKB
NOMO1,IKBKB
ALDH2,IKBKB
RRM1,IKBKB
ATP1A1,IKBKB
AFG3L2,IKBKB
SLC1A5,IKBKB
CHUK,IKBKB
RAF1,IKBKB
CANX,IKBKB
MAPK14,IKBKB
PRKCD,IKBKB
MAPK1,IKBKB
CALM1,IKBKB
AKT1,IKBKB
JUN,IKBKB
FOS,IKBKB
SLC1A2,IKBKB
DPP4,IKBKB
SUCLA2,RRM1
NDUFS1,RRM1
TUBB1,RRM1
HSP90B1,RRM1
SDHA,RRM1
KARS,RRM1
HSD17B4,RRM1
FASN,RRM1
TUBA4A,RRM1
HSP90AA1,RRM1
GMPS,RRM1
IMPDH2,RRM1
IARS,RRM1
MARS,RRM1
PKM,RRM1
CDK2,RRM1
AARS,RRM1
VARS,RRM1
GART,RRM1
PLOD1,RRM1
ATP1A2,RRM1
CAT,RRM1
CPT1A,RRM1
ATP1A4,RRM1
ALAD,RRM1
ATP4A,RRM1
ADRBK1,RRM1
ADRBK2,RRM1
OGDH,RRM1
ADK,RRM1
SLC7A5,RRM1
NOMO1,RRM1
ALDH2,RRM1
IKBKB,RRM1
ATP1A1,RRM1
AFG3L2,RRM1
SLC1A5,RRM1
PLA2G4A,RRM1
CANX,RRM1
PRKAB1,RRM1
GSK3B,RRM1
PRKCD,RRM1
MAPK1,RRM1
ABCA1,RRM1
NPC1L1,RRM1
TPH1,RRM1
CACNA1G,RRM1
GABRR1,RRM1
ABCB1,RRM1
IL1B,RRM1
NPR1,RRM1
ITGAL,RRM1
SUCLG2,RRM1
PML,RRM1
SUCLG1,RRM1
JUN,RRM1
SLC25A10,RRM1
PGD,RRM1
ARG1,RRM1
MAPK4,ATP1A1
FXYD2,ATP1A1
ADRB2,ATP1A1
ATF2,ATP1A1
SRC,ATP1A1
ERBB2,ATP1A1
AASS,ATP1A1
NDUFS2,ATP1A1
SUCLA2,ATP1A1
NME2,ATP1A1
SHMT2,ATP1A1
ASPH,ATP1A1
ATP5D,ATP1A1
ALDH3A2,ATP1A1
DLAT,ATP1A1
ALB,ATP1A1
PEBP1,ATP1A1
NFKB1,ATP1A1
AMPD1,ATP1A1
CYP2C8,ATP1A1
PDXK,ATP1A1
NME1,ATP1A1
PRKCI,ATP1A1
PLOD3,ATP1A1
CKB,ATP1A1
NDUFA4,ATP1A1
DLD,ATP1A1
MCCC2,ATP1A1
F8,ATP1A1
MAT2A,ATP1A1
SLC16A1,ATP1A1
CYCS,ATP1A1
SARS,ATP1A1
TOP2A,ATP1A1
SLC2A1,ATP1A1
NDUFS1,ATP1A1
NDUFS3,ATP1A1
MAP4,ATP1A1
PGK1,ATP1A1
KRT8,ATP1A1
PSMB1,ATP1A1
PSMB5,ATP1A1
TUBB1,ATP1A1
HSP90B1,ATP1A1
SDHA,ATP1A1
KARS,ATP1A1
HSD17B4,ATP1A1
FASN,ATP1A1
HSPA8,ATP1A1
TUBB,ATP1A1
TUBA4A,ATP1A1
HSP90AA1,ATP1A1
GMPS,ATP1A1
IMPDH2,ATP1A1
IARS,ATP1A1
MARS,ATP1A1
TOP1,ATP1A1
PARP1,ATP1A1
ANXA1,ATP1A1
ANXA2,ATP1A1
GSTP1,ATP1A1
PPIA,ATP1A1
PRDX1,ATP1A1
PKM,ATP1A1
LDHB,ATP1A1
ITGAV,ATP1A1
COMT,ATP1A1
ALDH1B1,ATP1A1
SLC25A1,ATP1A1
NDUFA5,ATP1A1
CAMK2G,ATP1A1
PRKCA,ATP1A1
CDK2,ATP1A1
TUBA1A,ATP1A1
TUBG1,ATP1A1
HDAC1,ATP1A1
HDAC2,ATP1A1
AARS,ATP1A1
VARS,ATP1A1
GART,ATP1A1
PLOD1,ATP1A1
ATP1A2,ATP1A1
CAT,ATP1A1
CPT1A,ATP1A1
ATP1A4,ATP1A1
ALAD,ATP1A1
ATP4A,ATP1A1
ADRBK1,ATP1A1
ADRBK2,ATP1A1
OGDH,ATP1A1
ADK,ATP1A1
SLC7A5,ATP1A1
NOMO1,ATP1A1
ALDH2,ATP1A1
IKBKB,ATP1A1
RRM1,ATP1A1
AFG3L2,ATP1A1
SLC1A5,ATP1A1
GSTM1,ATP1A1
COX17,ATP1A1
NDUFS7,ATP1A1
ATP1B3,ATP1A1
EPHX1,ATP1A1
HM13,ATP1A1
PGRMC1,ATP1A1
CPT2,ATP1A1
SLC25A18,ATP1A1
SLC39A7,ATP1A1
SLC25A22,ATP1A1
CYP51A1,ATP1A1
IDH3A,ATP1A1
P4HA1,ATP1A1
RAF1,ATP1A1
BCR,ATP1A1
GLS,ATP1A1
PPIF,ATP1A1
LYN,ATP1A1
CANX,ATP1A1
CALR,ATP1A1
RAC1,ATP1A1
PRKCD,ATP1A1
MAPK1,ATP1A1
MAPK3,ATP1A1
EGFR,ATP1A1
CALM1,ATP1A1
SLC2A3,ATP1A1
AKT1,ATP1A1
GUK1,ATP1A1
CALB1,ATP1A1
CKM,ATP1A1
CKMT1A,ATP1A1
SLC5A3,ATP1A1
SUCLG1,ATP1A1
SLC25A10,ATP1A1
PGD,ATP1A1
SLC16A3,ATP1A1
IMPA1,ATP1A1
HDAC5,ATP1A1
A2M,ATP1A1
BTK,AFG3L2
MMAB,AFG3L2
GLDC,AFG3L2
FARS2,AFG3L2
NDUFS8,AFG3L2
AASS,AFG3L2
NDUFS2,AFG3L2
SUCLA2,AFG3L2
SHMT2,AFG3L2
ASPH,AFG3L2
ATP5D,AFG3L2
ALDH3A2,AFG3L2
ALB,AFG3L2
CKB,AFG3L2
NDUFA4,AFG3L2
DLD,AFG3L2
MCCC2,AFG3L2
SLC16A1,AFG3L2
SLC2A1,AFG3L2
NDUFS1,AFG3L2
NDUFS3,AFG3L2
TUBB1,AFG3L2
HSP90B1,AFG3L2
SDHA,AFG3L2
KARS,AFG3L2
HSD17B4,AFG3L2
FASN,AFG3L2
HSPA8,AFG3L2
TUBB,AFG3L2
TUBA4A,AFG3L2
HSP90AA1,AFG3L2
GMPS,AFG3L2
IMPDH2,AFG3L2
IARS,AFG3L2
MARS,AFG3L2
TOP1,AFG3L2
PARP1,AFG3L2
HSD17B10,AFG3L2
PKM,AFG3L2
LDHB,AFG3L2
NDUFA9,AFG3L2
COMT,AFG3L2
ALDH1B1,AFG3L2
SLC25A1,AFG3L2
NDUFA5,AFG3L2
CAMK2G,AFG3L2
CDK2,AFG3L2
TUBA1A,AFG3L2
TUBG1,AFG3L2
UMPS,AFG3L2
AARS,AFG3L2
VARS,AFG3L2
GART,AFG3L2
PLOD1,AFG3L2
ATP1A2,AFG3L2
CAT,AFG3L2
CPT1A,AFG3L2
ATP1A4,AFG3L2
ALAD,AFG3L2
ATP4A,AFG3L2
ADRBK1,AFG3L2
ADRBK2,AFG3L2
OGDH,AFG3L2
ADK,AFG3L2
SLC7A5,AFG3L2
NOMO1,AFG3L2
ALDH2,AFG3L2
IKBKB,AFG3L2
RRM1,AFG3L2
ATP1A1,AFG3L2
SLC1A5,AFG3L2
PCCB,AFG3L2
COX17,AFG3L2
NDUFS7,AFG3L2
ATP1B3,AFG3L2
EPHX1,AFG3L2
HM13,AFG3L2
PGRMC1,AFG3L2
CPT2,AFG3L2
SLC25A18,AFG3L2
SLC25A22,AFG3L2
CYP51A1,AFG3L2
SIGMAR1,AFG3L2
CANX,AFG3L2
PRKCD,AFG3L2
MAPK1,AFG3L2
CALM1,AFG3L2
NAT1,AFG3L2
PTGS2,AFG3L2
SLC25A10,AFG3L2
SLC16A3,AFG3L2
IMPA1,AFG3L2
ALDH7A1,AFG3L2
ADRB2,SLC1A5
ASPH,SLC1A5
ATP5D,SLC1A5
ALDH3A2,SLC1A5
ALB,SLC1A5
CKB,SLC1A5
NDUFA4,SLC1A5
F7,SLC1A5
MAT2A,SLC1A5
SLC16A1,SLC1A5
APOE,SLC1A5
SLC2A1,SLC1A5
NDUFS1,SLC1A5
NDUFS3,SLC1A5
TUBB1,SLC1A5
HSP90B1,SLC1A5
SDHA,SLC1A5
KARS,SLC1A5
HSD17B4,SLC1A5
FASN,SLC1A5
TUBB,SLC1A5
HSP90AA1,SLC1A5
GMPS,SLC1A5
IMPDH2,SLC1A5
IARS,SLC1A5
MARS,SLC1A5
PARP1,SLC1A5
ANXA1,SLC1A5
ANXA2,SLC1A5
PKM,SLC1A5
ITGAV,SLC1A5
SLC25A1,SLC1A5
NDUFA5,SLC1A5
CAMK2G,SLC1A5
TUBA1A,SLC1A5
UMPS,SLC1A5
AARS,SLC1A5
VARS,SLC1A5
GART,SLC1A5
PLOD1,SLC1A5
ATP1A2,SLC1A5
CAT,SLC1A5
CPT1A,SLC1A5
ATP1A4,SLC1A5
ALAD,SLC1A5
ATP4A,SLC1A5
ADRBK1,SLC1A5
ADRBK2,SLC1A5
OGDH,SLC1A5
ADK,SLC1A5
SLC7A5,SLC1A5
NOMO1,SLC1A5
ALDH2,SLC1A5
IKBKB,SLC1A5
RRM1,SLC1A5
ATP1A1,SLC1A5
AFG3L2,SLC1A5
COX17,SLC1A5
NDUFS7,SLC1A5
ATP1B3,SLC1A5
EPHX1,SLC1A5
HM13,SLC1A5
PGRMC1,SLC1A5
CPT2,SLC1A5
SLC25A18,SLC1A5
SLC39A7,SLC1A5
SLC25A22,SLC1A5
CANX,SLC1A5
RAC1,SLC1A5
PRKCD,SLC1A5
MAPK1,SLC1A5
CALM1,SLC1A5
SLC2A3,SLC1A5
AKT1,SLC1A5
SUCLG2,SLC1A5
SLC25A10,SLC1A5
ALDH7A1,SLC1A5
FOLR1,SLC1A5
ADRA1B,SLC1A5
CACNA1I,SLC1A5
CROT,SLC1A5
HPX,SLC1A5
KCNMA1,SLC1A5
GABBR1,SLC1A5
SCN5A,SLC1A5
PDE4B,SLC1A5
APOA1,SLC1A5
FGA,SLC1A5
TTR,SLC1A5
APOA2,SLC1A5
APOA4,SLC1A5
APOC2,SLC1A5
APOC3,SLC1A5
F2,SLC1A5
RYR2,SLC1A5
MMAB,PCCB
GLDC,PCCB
FARS2,PCCB
NDUFS8,PCCB
AASS,PCCB
NDUFS2,PCCB
SUCLA2,PCCB
SHMT2,PCCB
ALB,PCCB
CKB,PCCB
DLD,PCCB
MCCC2,PCCB
S100A7,PCCB
NDUFS1,PCCB
NDUFS3,PCCB
SDHA,PCCB
KARS,PCCB
HSPA8,PCCB
TUBB,PCCB
HSP90AA1,PCCB
IARS,PCCB
TOP1,PCCB
ANXA2,PCCB
HSD17B10,PCCB
PPIA,PCCB
PRDX1,PCCB
LDHB,PCCB
NDUFA9,PCCB
ALDH1B1,PCCB
SLC25A1,PCCB
TUBA1A,PCCB
ALDH2,PCCB
AFG3L2,PCCB
MCCC1,PCCB
PCCA,PCCB
CPT2,PCCB
SLC25A18,PCCB
CALM1,PCCB
P4HA2,PCCB
JUN,PCCB
SLC25A10,PCCB
ALB,MCCC1
CKB,MCCC1
MCCC2,MCCC1
S100A7,MCCC1
HSPA8,MCCC1
TUBB,MCCC1
HSP90AA1,MCCC1
ANXA2,MCCC1
PPIA,MCCC1
PRDX1,MCCC1
LDHB,MCCC1
TUBA1A,MCCC1
PCCB,MCCC1
PCCA,MCCC1
CALM1,MCCC1
JUN,MCCC1
ATF2,PCCA
ALB,PCCA
CKB,PCCA
MCCC2,PCCA
S100A7,PCCA
HSPA8,PCCA
TUBB,PCCA
HSP90AA1,PCCA
IARS,PCCA
ANXA2,PCCA
PPIA,PCCA
PRDX1,PCCA
LDHB,PCCA
TUBA1A,PCCA
PCCB,PCCA
MCCC1,PCCA
CALM1,PCCA
P4HA2,PCCA
JUN,PCCA
TF,ARSB
TOP2A,ARSB
