,Drug IDs,NCBI_ID
3371,12848,4915
3372,317,4296
3373,1254,4296
3374,1259,4296
3375,5294,4296
3376,8865,4296
3377,8916,4296
3378,11663,4296
3379,11689,4296
3380,11740,4296
3381,12218,4296
3382,12242,4296
3383,317,814
3384,1254,814
3385,1259,814
3386,5294,814
3387,8865,814
3388,8916,814
3389,11663,814
3390,11689,814
3391,317,5586
3392,1254,5586
3393,1259,5586
3394,5220,5586
3395,5294,5586
3396,8865,5586
3397,8916,5586
3398,11663,5586
3399,11689,5586
3400,11740,5586
3401,12242,5586
3402,317,5585
3403,1254,5585
3404,1259,5585
3405,5294,5585
3406,8865,5585
3407,8916,5585
3408,11663,5585
3409,11689,5585
3410,12218,5585
3411,12242,5585
3412,317,4916
3413,1254,4916
3414,1259,4916
3415,5220,4916
3416,5294,4916
3417,8865,4916
3418,8916,4916
3419,9073,4916
3420,11663,4916
3421,11689,4916
3422,11740,4916
3423,12848,4916
3424,317,6011
3425,1254,6011
3426,1259,6011
3427,5294,6011
3428,8865,6011
3429,8916,6011
3430,11663,6011
3431,11689,6011
3432,317,6794
3433,1254,6794
3434,1259,6794
3435,5294,6794
3436,8865,6794
3437,8916,6794
3438,11663,6794
3439,11689,6794
3440,12588,6794
3441,317,5600
3442,1254,5600
3443,1259,5600
3444,5294,5600
3445,8865,5600
3446,8916,5600
3447,11663,5600
3448,11689,5600
3449,317,4638
3450,1254,4638
3451,1259,4638
3452,5294,4638
3453,8865,4638
3454,8916,4638
3455,11663,4638
3456,11689,4638
3457,317,7016
3458,1254,7016
3459,1259,7016
3460,5294,7016
3461,8865,7016
3462,8916,7016
3463,11663,7016
3464,11689,7016
3465,317,6195
3466,1254,6195
3467,1259,6195
3468,5294,6195
3469,8865,6195
3470,8916,6195
3471,11663,6195
3472,11689,6195
3473,317,2045
3474,1254,2045
3475,1259,2045
3476,5294,2045
3477,8865,2045
3478,8916,2045
3479,11663,2045
3480,11689,2045
3481,317,6196
3482,1254,6196
3483,1259,6196
3484,5294,6196
3485,8865,6196
3486,8916,6196
3487,11663,6196
3488,11689,6196
3489,12218,6196
3490,317,11329
3491,1254,11329
3492,1259,11329
3493,5294,11329
3494,8865,11329
3495,8916,11329
3496,11663,11329
3497,11689,11329
3498,317,5587
3499,1254,5587
3500,1259,5587
3501,5294,5587
3502,8865,5587
3503,8916,5587
3504,11663,5587
3505,11689,5587
3506,317,9833
3507,1254,9833
3508,1259,9833
3509,5220,9833
3510,5294,9833
3511,8865,9833
3512,8916,9833
3513,11663,9833
3514,11689,9833
3515,12008,9833
3516,12242,9833
3517,317,2185
3518,1254,2185
3519,1259,2185
3520,5294,2185
3521,8865,2185
3522,8916,2185
3523,11663,2185
3524,11689,2185
3525,12242,2185
3526,12588,2185
3527,317,9641
3528,1254,9641
3529,1259,9641
3530,5220,9641
3531,5294,9641
3532,8865,9641
3533,8916,9641
3534,9073,9641
3535,11663,9641
3536,11689,9641
3537,11740,9641
3538,12848,9641
3539,317,8536
3540,1254,8536
3541,1259,8536
3542,5220,8536
3543,5294,8536
3544,8865,8536
3545,8916,8536
3546,11663,8536
3547,11689,8536
3548,317,8621
3549,1254,8621
3550,1259,8621
3551,5294,8621
3552,8865,8621
3553,8916,8621
3554,11663,8621
3555,11689,8621
3556,317,5592
3557,1254,5592
3558,1259,5592
3559,5220,5592
3560,5294,5592
3561,8865,5592
3562,8916,5592
3563,11663,5592
3564,11689,5592
3565,12218,5592
3566,317,5753
3567,1254,5753
3568,1259,5753
3569,5220,5753
3570,8865,5753
3571,8916,5753
3572,11663,5753
3573,11689,5753
3574,11805,5753
3575,12183,5753
3576,12242,5753
3577,317,659
3578,1254,659
3579,1259,659
3580,5294,659
3581,8865,659
3582,8916,659
3583,11663,659
3584,11689,659
3585,317,93
3586,1254,93
3587,1259,93
3588,5294,93
3589,8865,93
3590,8916,93
3591,11663,93
3592,11689,93
3593,11805,93
3594,12242,93
3595,317,1859
3596,1254,1859
3597,1259,1859
3598,5220,1859
3599,5294,1859
3600,8865,1859
3601,8916,1859
3602,9073,1859
3603,11663,1859
3604,11689,1859
3605,12242,1859
3606,12848,1859
3607,317,817
3608,1254,817
3609,1259,817
3610,5220,817
3611,5294,817
3612,8865,817
3613,8916,817
3614,11663,817
3615,11689,817
3616,317,818
3617,1254,818
3618,1259,818
3619,5220,818
3620,5294,818
3621,8865,818
3622,8916,818
3623,11663,818
3624,11689,818
3625,317,816
3626,1254,816
3627,1259,816
3628,5220,816
3629,5294,816
3630,8865,816
3631,8916,816
3632,11663,816
3633,11689,816
3634,317,8737
3635,1254,8737
3636,1259,8737
3637,5294,8737
3638,8865,8737
3639,8916,8737
3640,11663,8737
3641,11689,8737
3642,317,8899
3643,1254,8899
3644,1259,8899
3645,5294,8899
3646,8865,8899
3647,8916,8899
3648,11663,8899
3649,11689,8899
3650,317,8711
3651,1254,8711
3652,1259,8711
3653,5220,8711
3654,5294,8711
3655,8865,8711
3656,8916,8711
3657,11663,8711
3658,11689,8711
3659,12588,8711
3660,317,5593
3661,1254,5593
3662,1259,5593
3663,5220,5593
3664,5294,5593
3665,8865,5593
3666,8916,5593
3667,11663,5593
3668,11689,5593
3669,317,4214
3670,1254,4214
3671,1259,4214
3672,5294,4214
3673,8865,4214
3674,8916,4214
3675,11663,4214
3676,11689,4214
3677,317,6788
3678,1254,6788
3679,1259,6788
3680,5220,6788
3681,5294,6788
3682,8865,6788
3683,8916,6788
3684,11663,6788
3685,11689,6788
3686,11740,6788
3687,12242,6788
3688,12588,6788
3689,317,5598
3690,1254,5598
3691,1259,5598
3692,5294,5598
3693,8865,5598
3694,8916,5598
3695,11663,5598
3696,11689,5598
3697,317,5607
3698,1254,5607
3699,1259,5607
3700,5294,5607
3701,8865,5607
3702,8916,5607
3703,11663,5607
3704,11689,5607
3705,12242,5607
3706,317,5058
3707,1254,5058
3708,1259,5058
3709,5220,5058
3710,5294,5058
3711,8865,5058
3712,8916,5058
3713,11663,5058
3714,11689,5058
3715,317,5562
3716,1254,5562
3717,1259,5562
3718,5220,5562
3719,5294,5562
3720,8865,5562
3721,8916,5562
3722,9073,5562
3723,11663,5562
3724,11689,5562
3725,11740,5562
3726,12218,5562
3727,12242,5562
3728,12848,5562
3729,317,6789
3730,1254,6789
3731,1259,6789
3732,5294,6789
3733,8865,6789
3734,8916,6789
3735,11663,6789
3736,11689,6789
3737,12242,6789
3738,12588,6789
3739,317,10461
3740,1229,10461
3741,1254,10461
3742,1259,10461
3743,5294,10461
3744,8865,10461
3745,8916,10461
3746,11663,10461
3747,11689,10461
3748,317,7786
3749,1254,7786
3750,1259,7786
3751,5294,7786
3752,8865,7786
3753,8916,7786
3754,11663,7786
3755,11689,7786
3756,317,5871
3757,1254,5871
3758,1259,5871
3759,5220,5871
3760,5294,5871
3761,8865,5871
3762,8916,5871
3763,9073,5871
3764,11663,5871
3765,11689,5871
3766,11740,5871
3767,12242,5871
3768,12848,5871
3769,317,1760
3770,1254,1760
3771,1259,1760
3772,5294,1760
3773,8865,1760
3774,8916,1760
3775,11663,1760
3776,11689,1760
3777,317,780
3778,1254,780
3779,1259,780
3780,5294,780
3781,8865,780
3782,8916,780
3783,11663,780
3784,11689,780
3785,11805,780
3786,317,10188
3787,1254,10188
3788,1259,10188
3789,5220,10188
3790,5294,10188
3791,8865,10188
3792,8916,10188
3793,9073,10188
3794,11663,10188
3795,11689,10188
3796,11740,10188
3797,11805,10188
3798,12242,10188
3799,12588,10188
3800,12848,10188
3801,317,5129
3802,1254,5129
3803,1259,5129
3804,5294,5129
3805,8865,5129
3806,8916,5129
3807,11663,5129
3808,11689,5129
3809,317,7301
3810,1254,7301
3811,1259,7301
3812,5220,7301
3813,5294,7301
3814,8865,7301
3815,8916,7301
3816,9073,7301
3817,11663,7301
3818,11689,7301
3819,11740,7301
3820,12848,7301
3821,317,695
3822,1259,695
3823,5220,695
3824,5294,695
3825,8865,695
3826,8916,695
3827,9073,695
3828,11663,695
3829,11689,695
3830,11740,695
3831,11805,695
3832,12242,695
3833,12848,695
3834,317,5580
3835,1254,5580
3836,1259,5580
3837,5220,5580
3838,5294,5580
3839,8865,5580
3840,8916,5580
3841,11663,5580
3842,11689,5580
3843,12218,5580
3844,12242,5580
3845,317,5590
3846,1254,5590
3847,1259,5590
3848,5220,5590
3849,317,4486
3850,1254,4486
3851,1259,4486
3852,5220,4486
3853,5294,4486
3854,8865,4486
3855,8916,4486
3856,9073,4486
3857,11663,4486
3858,11689,4486
3859,11740,4486
3860,12848,4486
3861,317,90
3862,1254,90
3863,1259,90
3864,5220,90
3865,5294,90
3866,8865,90
3867,8916,90
3868,9073,90
3869,11663,90
3870,11689,90
3871,11740,90
3872,12848,90
3873,317,5588
3874,1254,5588
3875,1259,5588
3876,5220,5588
3877,5294,5588
3878,8865,5588
3879,8916,5588
3880,9073,5588
3881,11663,5588
3882,11689,5588
3883,11740,5588
3884,12218,5588
3885,12848,5588
3886,317,4294
3887,1254,4294
3888,1259,4294
3889,5294,4294
3890,8865,4294
3891,8916,4294
3892,11663,4294
3893,11689,4294
3894,317,7010
3895,1254,7010
3896,1259,7010
3897,8865,7010
3898,8916,7010
3899,11663,7010
3900,11689,7010
3901,317,5581
3902,1254,5581
3903,1259,5581
3904,5294,5581
3905,8865,5581
3906,8916,5581
3907,11663,5581
3908,11689,5581
3909,317,4661
3910,1254,4661
3911,1259,4661
3912,317,5128
3913,1254,5128
3914,1259,5128
3915,5294,5128
3916,8865,5128
3917,8916,5128
3918,9073,5128
3919,11663,5128
3920,11689,5128
3921,317,5127
3922,1254,5127
3923,1259,5127
3924,5294,5127
3925,8865,5127
3926,8916,5127
3927,9073,5127
3928,11663,5127
3929,11689,5127
3930,11740,5127
3931,317,1020
3932,1254,1020
3933,1259,1020
3934,5220,1020
3935,5294,1020
3936,8865,1020
3937,8916,1020
3938,9073,1020
3939,11663,1020
3940,11689,1020
3941,11740,1020
3942,12848,1020
3943,317,1021
3944,1254,1021
3945,1259,1021
3946,5294,1021
3947,317,8814
3948,1254,8814
3949,1259,8814
3950,5294,8814
3951,8865,8814
3952,8916,8814
3953,11663,8814
3954,11689,8814
3955,317,1018
3956,1254,1018
3957,1259,1018
3958,5294,1018
3959,8865,1018
3960,8916,1018
3961,11663,1018
3962,11689,1018
3963,12242,1018
3964,12588,1018
3965,317,4293
3966,1254,4293
3967,1259,4293
3968,5294,4293
3969,8865,4293
3970,8916,4293
3971,11663,4293
3972,11689,4293
3973,12008,4293
3974,317,1455
3975,1254,1455
3976,1259,1455
3977,5220,1455
3978,5294,1455
3979,8865,1455
3980,8916,1455
3981,11663,1455
3982,11689,1455
3983,317,6733
3984,1254,6733
3985,1259,6733
3986,5294,6733
3987,8865,6733
3988,8916,6733
3989,11663,6733
3990,11689,6733
3991,317,8396
3992,1254,8396
3993,1259,8396
3994,5294,8396
3995,8865,8396
3996,8916,8396
3997,11663,8396
3998,11689,8396
3999,317,1457
4000,1254,1457
4001,1259,1457
4002,5220,1457
4003,5294,1457
4004,8865,1457
4005,8916,1457
4006,11663,1457
4007,11689,1457
4008,317,54101
4009,1254,54101
4010,1259,54101
4011,5294,54101
4012,8865,54101
4013,8916,54101
4014,11663,54101
4015,11689,54101
4016,317,150094
4017,1254,150094
4018,1259,150094
4019,5294,150094
4020,8865,150094
4021,8916,150094
4022,11663,150094
4023,11689,150094
4024,12008,150094
4025,317,30811
4026,1254,30811
4027,1259,30811
4028,5294,30811
4029,8865,30811
4030,8916,30811
4031,11663,30811
4032,11689,30811
4033,317,23621
4034,317,2043
4035,1254,2043
4036,1259,2043
4037,5220,2043
4038,5294,2043
4039,8865,2043
4040,8916,2043
4041,11663,2043
4042,11689,2043
4043,11805,2043
4044,12183,2043
4045,317,2047
4046,1254,2047
4047,1259,2047
4048,5294,2047
4049,8865,2047
4050,8916,2047
4051,11663,2047
4052,11689,2047
4053,317,2050
4054,1259,2050
4055,5220,2050
4056,5294,2050
4057,8865,2050
4058,8916,2050
4059,11663,2050
4060,11689,2050
4061,11805,2050
4062,12183,2050
4063,317,2044
4064,1259,2044
4065,5294,2044
4066,8865,2044
4067,8916,2044
4068,11663,2044
4069,11689,2044
4070,11805,2044
4071,12183,2044
4072,317,2049
4073,1254,2049
4074,1259,2049
4075,5294,2049
4076,8865,2049
4077,8916,2049
4078,11663,2049
4079,11689,2049
4080,317,5563
4081,1254,5563
4082,1259,5563
4083,5294,5563
4084,8865,5563
4085,8916,5563
4086,11663,5563
4087,11689,5563
4088,317,5602
4089,1254,5602
4090,1259,5602
4091,5294,5602
4092,8865,5602
4093,8916,5602
4094,11663,5602
4095,11689,5602
4096,317,6300
4097,1254,6300
4098,1259,6300
4099,5220,6300
4100,5294,6300
4101,8865,6300
4102,8916,6300
4103,11663,6300
4104,11689,6300
4105,317,3985
4106,1254,3985
4107,1259,3985
4108,5294,3985
4109,8865,3985
4110,8916,3985
4111,9073,3985
4112,11663,3985
4113,11689,3985
4114,12218,3985
4115,317,3984
4116,1254,3984
4117,1259,3984
4118,5220,3984
4119,5294,3984
4120,8865,3984
4121,8916,3984
4122,9073,3984
4123,11663,3984
4124,11689,3984
4125,11740,3984
4126,12218,3984
4127,12848,3984
4128,317,1612
4129,1254,1612
4130,1259,1612
4131,5294,1612
4132,8865,1612
4133,8916,1612
4134,11663,1612
4135,11689,1612
4136,317,5608
4137,1254,5608
4138,1259,5608
4139,5294,5608
4140,8865,5608
4141,8916,5608
4142,11663,5608
4143,11689,5608
4144,317,6787
4145,1254,6787
4146,1259,6787
4147,5220,6787
4148,5294,6787
4149,8865,6787
4150,8916,6787
4151,11663,6787
4152,11689,6787
4153,317,4752
4154,1254,4752
4155,1259,4752
4156,5294,4752
4157,8865,4752
4158,8916,4752
4159,11663,4752
4160,11689,4752
4161,11740,4752
4162,317,4751
4163,1254,4751
4164,1259,4751
4165,5220,4751
4166,5294,4751
4167,8865,4751
4168,8916,4751
4169,9073,4751
4170,11663,4751
4171,11689,4751
4172,11740,4751
4173,12848,4751
4174,317,5613
4175,1254,5613
4176,1259,5613
4177,5220,5613
4178,5294,5613
4179,8865,5613
4180,8916,5613
4181,9073,5613
4182,11663,5613
4183,11689,5613
4184,11740,5613
4185,12218,5613
4186,12848,5613
4187,317,660
4188,1254,660
4189,1259,660
4190,5294,660
4191,8865,660
4192,8916,660
4193,11663,660
4194,11689,660
4195,317,6197
4196,1254,6197
4197,1259,6197
4198,5220,6197
4199,5294,6197
4200,8865,6197
4201,8916,6197
4202,9073,6197
4203,11663,6197
4204,11689,6197
4205,11740,6197
4206,12218,6197
4207,12848,6197
4208,317,3654
4209,1254,3654
4210,1259,3654
4211,5220,3654
4212,5294,3654
4213,8865,3654
4214,8916,3654
4215,11663,3654
4216,11689,3654
4217,317,640
4218,1254,640
4219,1259,640
4220,5220,640
4221,5294,640
4222,8865,640
4223,8916,640
4224,11663,640
4225,11689,640
4226,317,1025
4227,1254,1025
4228,1259,1025
4229,5220,1025
4230,5294,1025
4231,8865,1025
4232,8916,1025
4233,9073,1025
4234,11663,1025
4235,11689,1025
4236,12848,1025
4237,317,1022
4238,1254,1022
4239,1259,1022
4240,5220,1022
4241,5294,1022
4242,8865,1022
4243,8916,1022
4244,9073,1022
4245,11663,1022
4246,11689,1022
4247,11740,1022
4248,12848,1022
4249,317,1198
4250,1254,1198
4251,1259,1198
4252,5294,1198
4253,8865,1198
4254,8916,1198
4255,11663,1198
4256,11689,1198
4257,317,1196
4258,1254,1196
4259,1259,1196
4260,5220,1196
4261,5294,1196
4262,8865,1196
4263,8916,1196
4264,9073,1196
4265,11663,1196
4266,11689,1196
4267,11740,1196
4268,12848,1196
4269,317,1195
4270,1254,1195
4271,1259,1195
4272,5294,1195
4273,8865,1195
4274,8916,1195
4275,9073,1195
4276,11663,1195
4277,11689,1195
4278,12218,1195
4279,317,1454
4280,1254,1454
4281,1259,1454
4282,5294,1454
4283,8865,1454
4284,8916,1454
4285,11663,1454
4286,11689,1454
4287,317,1024
4288,1254,1024
4289,1259,1024
4290,5220,1024
4291,5294,1024
4292,8865,1024
4293,8916,1024
4294,9073,1024
4295,11663,1024
4296,11689,1024
4297,11740,1024
4298,12848,1024
4299,317,7182
4300,1254,7182
4301,1259,7182
4302,5294,7182
4303,317,1453
4304,1254,1453
4305,1259,1453
4306,5220,1453
4307,5294,1453
4308,8865,1453
4309,8916,1453
4310,11663,1453
4311,11689,1453
4312,317,1452
4313,1254,1452
4314,1259,1452
4315,5220,1452
4316,5294,1452
4317,8865,1452
4318,8916,1452
4319,9073,1452
4320,11663,1452
4321,11689,1452
4322,11740,1452
4323,12848,1452
4324,317,5606
4325,1254,5606
4326,1259,5606
4327,5294,5606
4328,8865,5606
4329,8916,5606
4330,11663,5606
4331,11689,5606
4332,317,6416
4333,1254,6416
4334,1259,6416
4335,5294,6416
4336,8865,6416
4337,8916,6416
4338,9073,6416
4339,11663,6416
4340,11689,6416
4341,317,7535
4342,1254,7535
4343,1259,7535
4344,5294,7535
4345,8865,7535
4346,8916,7535
4347,11663,7535
4348,11689,7535
4349,317,2870
4350,1254,2870
4351,1259,2870
4352,5294,2870
4353,317,2444
4354,1259,2444
4355,5220,2444
4356,5294,2444
4357,8865,2444
4358,8916,2444
4359,11663,2444
4360,11689,2444
4361,11805,2444
4362,12242,2444
4363,317,27
4364,1259,27
4365,5220,27
4366,5294,27
4367,8865,27
4368,8916,27
4369,11663,27
4370,11689,27
4371,11805,27
4372,12242,27
4373,317,7294
4374,1254,7294
4375,1259,7294
4376,5294,7294
4377,8865,7294
4378,8916,7294
4379,11663,7294
4380,11689,7294
4381,317,7006
4382,1254,7006
4383,1259,7006
4384,5294,7006
4385,8865,7006
4386,8916,7006
4387,11663,7006
4388,11689,7006
4389,12242,7006
4390,317,4145
4391,1254,4145
4392,1259,4145
4393,5220,4145
4394,5294,4145
4395,8865,4145
4396,8916,4145
4397,11663,4145
4398,11689,4145
4399,317,5584
4400,1254,5584
4401,1259,5584
4402,5220,5584
4403,5294,5584
4404,8865,5584
4405,8916,5584
4406,11663,5584
4407,11689,5584
4408,317,1326
4409,1254,1326
4410,1259,1326
4411,5294,1326
4412,317,7048
4413,1254,7048
4414,1259,7048
4415,5294,7048
4416,8865,7048
4417,8916,7048
4418,11663,7048
4419,11689,7048
4420,317,94
4421,1254,94
4422,1259,94
4423,5294,94
4424,8865,94
4425,8916,94
4426,11663,94
4427,11689,94
4428,317,7046
4429,1254,7046
4430,1259,7046
4431,5294,7046
4432,8865,7046
4433,8916,7046
4434,11663,7046
4435,11689,7046
4436,11805,7046
4437,317,91
4438,1254,91
4439,1259,91
4440,5294,91
4441,8865,91
4442,8916,91
4443,11663,91
4444,11689,91
4445,11805,91
4446,317,657
4447,1254,657
4448,1259,657
4449,5294,657
4450,8865,657
4451,8916,657
4452,11663,657
4453,11689,657
4454,11805,657
4455,317,2322
4456,1254,2322
4457,1259,2322
4458,5220,2322
4459,5294,2322
4460,8865,2322
4461,8916,2322
4462,9073,2322
4463,11663,2322
4464,11689,2322
4465,11740,2322
4466,11805,2322
4467,12588,2322
4468,12848,2322
4469,317,5605
4470,1254,5605
4471,1259,5605
4472,5220,5605
4473,5294,5605
4474,8865,5605
4475,8916,5605
4476,9073,5605
4477,11663,5605
4478,11740,5605
4479,12242,5605
4480,12848,5605
4481,317,3791
4482,1254,3791
4483,1259,3791
4484,5220,3791
4485,5294,3791
4486,8865,3791
4487,8916,3791
4488,9073,3791
4489,11663,3791
4490,11689,3791
4491,11805,3791
4492,12247,3791
4493,12848,3791
4494,317,2324
4495,1254,2324
4496,1259,2324
4497,5294,2324
4498,8865,2324
4499,8916,2324
4500,11663,2324
4501,11689,2324
4502,11805,2324
4503,317,7075
4504,1254,7075
4505,1259,7075
4506,5294,7075
4507,8865,7075
4508,8916,7075
4509,11663,7075
4510,11689,7075
4511,317,2869
4512,1254,2869
4513,1259,2869
4514,5220,2869
4515,5294,2869
4516,9073,2869
4517,11740,2869
4518,12848,2869
4519,317,7272
4520,1254,7272
4521,1259,7272
4522,5294,7272
4523,8865,7272
4524,8916,7272
4525,11663,7272
4526,11689,7272
4527,317,2868
4528,1254,2868
4529,1259,2868
4530,5294,2868
4531,8865,2868
4532,8916,2868
4533,11663,2868
4534,11689,2868
4535,317,5596
4536,1254,5596
4537,1259,5596
4538,5294,5596
4539,8865,5596
4540,8916,5596
4541,11663,5596
4542,11689,5596
4543,317,7465
4544,1254,7465
4545,1259,7465
4546,5294,7465
4547,8865,7465
4548,8916,7465
4549,9073,7465
4550,11663,7465
4551,11689,7465
4552,317,7297
4553,1254,7297
4554,1259,7297
4555,5220,7297
4556,5294,7297
4557,8865,7297
4558,8916,7297
4559,11663,7297
4560,11689,7297
4561,317,4058
4562,1254,4058
4563,1259,4058
4564,5220,4058
4565,5294,4058
4566,8865,4058
4567,8916,4058
4568,9073,4058
4569,11663,4058
4570,11689,4058
4571,11740,4058
4572,12848,4058
4573,317,2048
4574,1254,2048
4575,1259,2048
4576,5294,2048
4577,8865,2048
4578,8916,2048
4579,11663,2048
4580,11689,2048
4581,11805,2048
4582,12183,2048
4583,317,2046
4584,1254,2046
4585,1259,2046
4586,5294,2046
4587,8865,2046
4588,8916,2046
4589,11663,2046
4590,11689,2046
4591,317,2042
4592,1254,2042
4593,1259,2042
4594,5294,2042
4595,8865,2042
4596,8916,2042
4597,11663,2042
4598,11689,2042
4599,317,1969
4600,1259,1969
4601,5220,1969
4602,5294,1969
4603,8865,1969
4604,8916,1969
4605,11663,1969
4606,11689,1969
4607,11805,1969
4608,12183,1969
4609,317,4140
4610,1254,4140
4611,1259,4140
4612,5220,4140
4613,5294,4140
4614,8865,4140
4615,8916,4140
4616,9073,4140
4617,11663,4140
4618,11689,4140
4619,12242,4140
4620,317,92
4621,1254,92
4622,1259,92
4623,5294,92
4624,8865,92
4625,8916,92
4626,11663,92
4627,11689,92
4628,317,1017
4629,1254,1017
4630,1259,1017
4631,5220,1017
4632,5294,1017
4633,8865,1017
4634,8916,1017
4635,9073,1017
4636,11663,1017
4637,11689,1017
4638,11805,1017
4639,317,5583
4640,1254,5583
4641,1259,5583
4642,5294,5583
4643,8865,5583
4644,8916,5583
4645,11663,5583
4646,11689,5583
4647,317,6198
4648,1254,6198
4649,1259,6198
4650,5220,6198
4651,5294,6198
4652,8865,6198
4653,8916,6198
4654,11663,6198
4655,11689,6198
4656,317,5567
4657,1254,5567
4658,1259,5567
4659,5294,5567
4660,8865,5567
4661,8916,5567
4662,11663,5567
4663,11689,5567
4664,12218,5567
4665,317,2261
4666,1254,2261
4667,1259,2261
4668,5220,2261
4669,5294,2261
4670,8865,2261
4671,8916,2261
4672,11663,2261
4673,11689,2261
4674,11740,2261
4675,12247,2261
4676,317,2264
4677,1254,2264
4678,1259,2264
4679,5294,2264
4680,8865,2264
4681,8916,2264
4682,11663,2264
4683,11689,2264
4684,12247,2264
4685,317,2065
4686,1254,2065
4687,1259,2065
4688,5294,2065
4689,8865,2065
4690,8916,2065
4691,11663,2065
4692,11689,2065
4693,12183,2065
4694,317,2263
4695,1254,2263
4696,1259,2263
4697,5294,2263
4698,8865,2263
4699,8916,2263
4700,11663,2263
4701,11689,2263
4702,12247,2263
4703,317,2041
4704,1254,2041
4705,1259,2041
4706,5294,2041
4707,8865,2041
4708,8916,2041
4709,11663,2041
4710,11689,2041
4711,11805,2041
4712,12183,2041
4713,317,984
4714,1254,984
4715,1259,984
4716,5294,984
4717,8865,984
4718,8916,984
4719,11663,984
4720,11689,984
4721,317,4117
4722,1254,4117
4723,1259,4117
4724,5294,4117
4725,8865,4117
4726,8916,4117
4727,11663,4117
4728,11689,4117
4729,317,1459
4730,1254,1459
4731,1259,1459
4732,5220,1459
4733,5294,1459
4734,8865,1459
4735,8916,1459
4736,9073,1459
4737,11663,1459
4738,11689,1459
4739,11740,1459
4740,12242,1459
4741,12588,1459
4742,317,5610
4743,1254,5610
4744,1259,5610
4745,5294,5610
4746,8865,5610
4747,8916,5610
4748,11663,5610
4749,11689,5610
4750,317,5566
4751,1254,5566
4752,1259,5566
4753,5220,5566
4754,5294,5566
4755,8865,5566
4756,8916,5566
4757,9073,5566
4758,11663,5566
4759,11689,5566
4760,12218,5566
4761,12848,5566
4762,317,2241
4763,1254,2241
4764,1259,2241
4765,5220,2241
4766,5294,2241
4767,8865,2241
4768,8916,2241
4769,11663,2241
4770,11689,2241
4771,12242,2241
4772,12588,2241
4773,317,5156
4774,1254,5156
4775,1259,5156
4776,5220,5156
4777,5294,5156
4778,8865,5156
4779,8916,5156
4780,9073,5156
4781,11663,5156
4782,11689,5156
4783,11740,5156
4784,11805,5156
4785,12848,5156
4786,317,5261
4787,1254,5261
4788,1259,5261
4789,5220,5261
4790,5294,5261
4791,8865,5261
4792,8916,5261
4793,11663,5261
4794,11689,5261
4795,317,3645
4796,1254,3645
4797,1259,3645
4798,5294,3645
4799,8865,3645
4800,8916,3645
4801,11663,3645
4802,11689,3645
4803,317,1019
4804,1254,1019
4805,1259,1019
4806,5294,1019
4807,8865,1019
4808,8916,1019
4809,11663,1019
4810,11689,1019
4811,317,2260
4812,1229,2260
4813,1254,2260
4814,1259,2260
4815,5220,2260
4816,5294,2260
4817,8865,2260
4818,8916,2260
4819,9073,2260
4820,11663,2260
4821,11689,2260
4822,11740,2260
4823,11805,2260
4824,12218,2260
4825,12247,2260
4826,12588,2260
4827,12848,2260
4828,317,3815
4829,1259,3815
4830,5220,3815
4831,5294,3815
4832,8865,3815
4833,8916,3815
4834,11663,3815
4835,11689,3815
4836,11805,3815
4837,317,369
4838,1254,369
4839,1259,369
4840,5294,369
4841,317,100130827
4842,1254,100130827
4843,1259,100130827
4844,5294,100130827
4845,8865,100130827
4846,8916,100130827
4847,11663,100130827
4848,11689,100130827
4849,317,494551
4850,1254,494551
4851,1259,494551
4852,5294,494551
4853,8865,494551
4854,8916,494551
4855,11663,494551
4856,11689,494551
4857,317,2268
4858,1259,2268
4859,5294,2268
4860,8865,2268
4861,8916,2268
4862,11663,2268
4863,11689,2268
4864,11805,2268
4865,317,5159
4866,1259,5159
4867,5220,5159
4868,5294,5159
4869,8865,5159
4870,8916,5159
4871,9073,5159
4872,11663,5159
4873,11689,5159
4874,11805,5159
4875,12242,5159
4876,12848,5159
4877,317,6098
4878,1254,6098
4879,1259,6098
4880,5220,6098
4881,5294,6098
4882,8865,6098
4883,8916,6098
4884,11663,6098
4885,11689,6098
4886,11740,6098
4887,317,3055
4888,1254,3055
4889,1259,3055
4890,5220,3055
4891,5294,3055
4892,8865,3055
4893,8916,3055
4894,11663,3055
4895,11689,3055
4896,11805,3055
4897,12242,3055
4898,317,5979
4899,1254,5979
4900,1259,5979
4901,5220,5979
4902,8865,5979
4903,8916,5979
4904,9073,5979
4905,11663,5979
4906,11689,5979
4907,11740,5979
4908,11805,5979
4909,12183,5979
4910,12218,5979
4911,12242,5979
4912,12588,5979
4913,12848,5979
4914,317,4067
4915,1259,4067
4916,5294,4067
4917,8865,4067
4918,8916,4067
4919,11663,4067
4920,11689,4067
4921,11805,4067
4922,12183,4067
4923,12242,4067
4924,317,1436
4925,1254,1436
4926,1259,1436
4927,5220,1436
4928,5294,1436
4929,8865,1436
4930,8916,1436
4931,9073,1436
4932,11663,1436
4933,11689,1436
4934,11740,1436
4935,12848,1436
4936,317,3643
4937,1254,3643
4938,1259,3643
4939,5220,3643
4940,5294,3643
4941,8865,3643
4942,8916,3643
4943,11663,3643
4944,11689,3643
4945,317,5582
4946,1254,5582
4947,1259,5582
4948,5220,5582
4949,5294,5582
4950,12218,5582
4951,317,4914
4952,1254,4914
4953,1259,4914
4954,5220,4914
4955,5294,4914
4956,8865,4914
4957,8916,4914
4958,9073,4914
4959,11663,4914
